#,comet-7-55,comet-7-56,comet-7-57,comet-7-58,comet-7-59,comet-7-60,comet-7-61,comet-7-62,comet-7-63,comet-7-64,comet-7-65,comet-7-66,comet-7-67,comet-7-68,comet-7-69,comet-7-70,comet-7-71,comet-7-72
comet-7-55,0.0,1.1799999999999999,1.1200000000000001,1.1699999999999999,1.1499999999999999,1.1599999999999999,1.1499999999999999,1.1299999999999999,1.1399999999999999,1.1399999999999999,1.1299999999999999,1.1299999999999999,1.1899999999999999,1.1499999999999999,1.1399999999999999,1.1599999999999999,1.1299999999999999,1.1399999999999999
comet-7-56,1.1799999999999999,0.0,1.1399999999999999,1.1599999999999999,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1299999999999999,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1499999999999999,1.1000000000000001,1.1299999999999999,1.1200000000000001,1.1100000000000001,1.1200000000000001
comet-7-57,1.1200000000000001,1.1399999999999999,0.0,1.1799999999999999,1.1299999999999999,1.1100000000000001,1.1699999999999999,1.1200000000000001,1.1200000000000001,1.1399999999999999,1.1399999999999999,1.1399999999999999,1.1399999999999999,1.1100000000000001,1.1200000000000001,1.1699999999999999,1.1699999999999999,1.1299999999999999
comet-7-58,1.1699999999999999,1.1599999999999999,1.1799999999999999,0.0,1.1499999999999999,1.1399999999999999,1.1399999999999999,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1200000000000001,1.1799999999999999,1.1000000000000001,1.1200000000000001,1.1599999999999999,1.1299999999999999,1.1100000000000001,1.1100000000000001
comet-7-59,1.1499999999999999,1.1299999999999999,1.1299999999999999,1.1499999999999999,0.0,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,1.1200000000000001,1.1899999999999999
comet-7-60,1.1599999999999999,1.1100000000000001,1.1100000000000001,1.1399999999999999,1.1100000000000001,0.0,1.1000000000000001,1.1100000000000001,1.1000000000000001,1.1100000000000001,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1000000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1200000000000001
comet-7-61,1.1499999999999999,1.1200000000000001,1.1699999999999999,1.1399999999999999,1.1100000000000001,1.1000000000000001,0.0,1.1200000000000001,1.1100000000000001,1.1000000000000001,1.1699999999999999,1.1100000000000001,1.1699999999999999,1.1399999999999999,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1699999999999999
comet-7-62,1.1299999999999999,1.1299999999999999,1.1200000000000001,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,0.0,1.0900000000000001,1.1499999999999999,1.1299999999999999,1.1499999999999999,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1699999999999999,1.1100000000000001,1.1100000000000001
comet-7-63,1.1399999999999999,1.1299999999999999,1.1200000000000001,1.1000000000000001,1.1000000000000001,1.1000000000000001,1.1100000000000001,1.0900000000000001,0.0,1.1499999999999999,1.1000000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1200000000000001,1.1100000000000001,1.1100000000000001
comet-7-64,1.1399999999999999,1.1200000000000001,1.1399999999999999,1.1299999999999999,1.1299999999999999,1.1100000000000001,1.1000000000000001,1.1499999999999999,1.1499999999999999,0.0,1.1200000000000001,1.1200000000000001,1.1399999999999999,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1399999999999999,1.1299999999999999
comet-7-65,1.1299999999999999,1.1200000000000001,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1100000000000001,1.1699999999999999,1.1299999999999999,1.1000000000000001,1.1200000000000001,0.0,1.1100000000000001,1.1499999999999999,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1000000000000001
comet-7-66,1.1299999999999999,1.1200000000000001,1.1399999999999999,1.1799999999999999,1.1100000000000001,1.1299999999999999,1.1100000000000001,1.1499999999999999,1.1000000000000001,1.1200000000000001,1.1100000000000001,0.0,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1200000000000001,1.1699999999999999
comet-7-67,1.1899999999999999,1.1499999999999999,1.1399999999999999,1.1000000000000001,1.1200000000000001,1.1100000000000001,1.1699999999999999,1.1100000000000001,1.1299999999999999,1.1399999999999999,1.1499999999999999,1.1200000000000001,0.0,1.1799999999999999,1.1100000000000001,1.1100000000000001,1.1299999999999999,1.1299999999999999
comet-7-68,1.1499999999999999,1.1000000000000001,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1000000000000001,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1399999999999999,1.1200000000000001,1.1100000000000001,1.1799999999999999,0.0,1.1200000000000001,1.1000000000000001,1.1499999999999999,1.1000000000000001
comet-7-69,1.1399999999999999,1.1299999999999999,1.1200000000000001,1.1599999999999999,1.1000000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,1.1200000000000001,1.1200000000000001,1.1100000000000001,1.1200000000000001,0.0,1.1299999999999999,1.1399999999999999,1.1299999999999999
comet-7-70,1.1599999999999999,1.1200000000000001,1.1699999999999999,1.1299999999999999,1.1299999999999999,1.1000000000000001,1.1000000000000001,1.1699999999999999,1.1200000000000001,1.1100000000000001,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1000000000000001,1.1299999999999999,0.0,1.1299999999999999,1.1100000000000001
comet-7-71,1.1299999999999999,1.1100000000000001,1.1699999999999999,1.1100000000000001,1.1200000000000001,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1100000000000001,1.1399999999999999,1.1000000000000001,1.1200000000000001,1.1299999999999999,1.1499999999999999,1.1399999999999999,1.1299999999999999,0.0,1.1200000000000001
comet-7-72,1.1399999999999999,1.1200000000000001,1.1299999999999999,1.1100000000000001,1.1899999999999999,1.1200000000000001,1.1699999999999999,1.1100000000000001,1.1100000000000001,1.1299999999999999,1.1000000000000001,1.1699999999999999,1.1299999999999999,1.1000000000000001,1.1299999999999999,1.1100000000000001,1.1200000000000001,0.0
